metric,property,correlation,strength,range,impact
electric_network_update,inserter_all_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,0.9073882264377519,0.9073882264377519,Very High,increase
electric_network_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,0.9073882264377519,0.9073882264377519,Very High,increase
electric_heat_fluid_circuit_update,total_power_poles,0.9060955773961589,0.9060955773961589,Very High,increase
fluid_flow_update,inserter_all_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt,-0.899508654652713,0.899508654652713,High,decrease
fluid_flow_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt,-0.899508654652713,0.899508654652713,High,decrease
electric_network_update,pipe_to_ground,0.8934498102559365,0.8934498102559365,High,increase
entity_update,inserter_all_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,0.8927581057118679,0.8927581057118679,High,increase
entity_update,inserter_all_from_foundry_casting_steel_to_turbo_transport_belt,0.8927581057118679,0.8927581057118679,High,increase
entity_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,0.8927581057118679,0.8927581057118679,High,increase
entity_update,stack_inserter_from_foundry_casting_steel_to_turbo_transport_belt,0.8927581057118679,0.8927581057118679,High,increase
electric_heat_fluid_circuit_update,inserter_all_to_turbo_underground_belt,0.8916997049684818,0.8916997049684818,High,increase
electric_heat_fluid_circuit_update,stack_inserter_to_turbo_underground_belt,0.8916997049684818,0.8916997049684818,High,increase
fluid_flow_update,inserter_all_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt_circuit_set_filters,0.8915278472695818,0.8915278472695818,High,increase
fluid_flow_update,inserter_all_to_turbo_underground_belt_circuit_set_filters,0.8915278472695818,0.8915278472695818,High,increase
fluid_flow_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt_circuit_set_filters,0.8915278472695818,0.8915278472695818,High,increase
fluid_flow_update,stack_inserter_to_turbo_underground_belt_circuit_set_filters,0.8915278472695818,0.8915278472695818,High,increase
fluid_flow_update,recipe_casting_iron_gear_wheel,0.8888284320245904,0.8888284320245904,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_iron_gear_wheel,0.8848580131901188,0.8848580131901188,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_iron_gear_wheel,0.8848580131901188,0.8848580131901188,High,increase
electric_network_update,inserter_all_to_turbo_underground_belt,0.8847621182734249,0.8847621182734249,High,increase
electric_network_update,stack_inserter_to_turbo_underground_belt,0.8847621182734249,0.8847621182734249,High,increase
control_behavior_update,stack_inserter_circuit_enabled,0.8844258623712637,0.8844258623712637,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_iron_gear_wheel_circuit_enabled,0.8826131927817746,0.8826131927817746,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit,0.8826131927817746,0.8826131927817746,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit_circuit_enabled,0.8826131927817746,0.8826131927817746,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_iron_gear_wheel_circuit_enabled,0.8826131927817746,0.8826131927817746,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit,0.8826131927817746,0.8826131927817746,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit_circuit_enabled,0.8826131927817746,0.8826131927817746,High,increase
fluid_flow_update,big_mining_drill,0.8826131927817744,0.8826131927817744,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_copper_cable_to_cargo_wagon,0.8826131927817744,0.8826131927817744,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_copper_cable_to_cargo_wagon,0.8826131927817744,0.8826131927817744,High,increase
electric_network_update,inserter_all_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt,-0.8759132291672485,0.8759132291672485,High,decrease
electric_network_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt,-0.8759132291672485,0.8759132291672485,High,decrease
electric_heat_fluid_circuit_update,foundry,0.8668182975914424,0.8668182975914424,High,increase
control_behavior_update,storage_tank,0.8637620588851719,0.8637620588851719,High,increase
whole_update,inserter_all_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,0.8596948745305664,0.8596948745305664,High,increase
whole_update,inserter_all_from_foundry_casting_steel_to_turbo_transport_belt,0.8596948745305664,0.8596948745305664,High,increase
whole_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,0.8596948745305664,0.8596948745305664,High,increase
whole_update,stack_inserter_from_foundry_casting_steel_to_turbo_transport_belt,0.8596948745305664,0.8596948745305664,High,increase
electric_network_update,inserter_all_direct_insertion_circuit_enabled,0.8588386367557858,0.8588386367557858,High,increase
electric_network_update,stack_inserter_direct_insertion_circuit_enabled,0.8588386367557858,0.8588386367557858,High,increase
transport_lines_update,inserter_all_from_foundry_casting_pipe_to_turbo_transport_belt,0.8568308659817421,0.8568308659817421,High,increase
transport_lines_update,stack_inserter_from_foundry_casting_pipe_to_turbo_transport_belt,0.8568308659817421,0.8568308659817421,High,increase
electric_network_update,inserter_all_from_building_circuit_enabled,0.8548367024140043,0.8548367024140043,High,increase
electric_network_update,stack_inserter_from_building_circuit_enabled,0.8548367024140043,0.8548367024140043,High,increase
whole_update,inserter_all_to_belt,0.8533230103359433,0.8533230103359433,High,increase
whole_update,stack_inserter_to_belt,0.8533230103359433,0.8533230103359433,High,increase
fluid_flow_update,turbo_loader,-0.852351847133584,0.852351847133584,High,decrease
electric_network_update,inserter_all_from_building,0.8484315863198174,0.8484315863198174,High,increase
electric_network_update,stack_inserter_from_building,0.8484315863198174,0.8484315863198174,High,increase
electric_heat_fluid_circuit_update,inserter_all_to_turbo_transport_belt,-0.8384354861499188,0.8384354861499188,High,decrease
electric_heat_fluid_circuit_update,stack_inserter_to_turbo_transport_belt,-0.8384354861499188,0.8384354861499188,High,decrease
electric_heat_fluid_circuit_update,turbo_loader,-0.8364265361015845,0.8364265361015845,High,decrease
entity_update,inserter_all_to_belt,0.8361757941104074,0.8361757941104074,High,increase
entity_update,stack_inserter_to_belt,0.8361757941104074,0.8361757941104074,High,increase
fluid_flow_update,inserter_all_to_cargo_wagon,0.8352133319555322,0.8352133319555322,High,increase
fluid_flow_update,stack_inserter_to_cargo_wagon,0.8352133319555322,0.8352133319555322,High,increase
transport_lines_update,inserter_all_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,0.8310551909466365,0.8310551909466365,High,increase
transport_lines_update,inserter_all_from_foundry_casting_steel_to_turbo_transport_belt,0.8310551909466365,0.8310551909466365,High,increase
transport_lines_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,0.8310551909466365,0.8310551909466365,High,increase
transport_lines_update,stack_inserter_from_foundry_casting_steel_to_turbo_transport_belt,0.8310551909466365,0.8310551909466365,High,increase
electric_heat_fluid_circuit_update,pipe_to_ground,0.8309167111227429,0.8309167111227429,High,increase
fluid_flow_update,inserter_all_to_turbo_underground_belt,0.8263882909757472,0.8263882909757472,High,increase
fluid_flow_update,stack_inserter_to_turbo_underground_belt,0.8263882909757472,0.8263882909757472,High,increase
fluid_flow_update,inserter_all_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,0.8245905627694765,0.8245905627694765,High,increase
fluid_flow_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,0.8245905627694765,0.8245905627694765,High,increase
control_behavior_update,decider_combinator,0.8193455252050933,0.8193455252050933,High,increase
fluid_flow_update,inserter_all_direction_insertion_percent,0.8190930868099117,0.8190930868099117,High,increase
fluid_flow_update,stack_inserter_direction_insertion_percent,0.8190930868099117,0.8190930868099117,High,increase
control_behavior_update,inserter_all_to_building_circuit_enabled,0.8173611248405007,0.8173611248405007,High,increase
control_behavior_update,stack_inserter_to_building_circuit_enabled,0.8173611248405007,0.8173611248405007,High,increase
electric_network_update,inserter_all_to_building_circuit_enabled,0.8156001265302779,0.8156001265302779,High,increase
electric_network_update,stack_inserter_to_building_circuit_enabled,0.8156001265302779,0.8156001265302779,High,increase
electric_network_update,inserter_all_direct_insertion,0.809883359639581,0.809883359639581,High,increase
electric_network_update,stack_inserter_direct_insertion,0.809883359639581,0.809883359639581,High,increase
electric_network_update,inserter_all_from_foundry_casting_iron_circuit_enabled,0.8086227083964674,0.8086227083964674,High,increase
electric_network_update,inserter_all_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0.8086227083964674,0.8086227083964674,High,increase
electric_network_update,stack_inserter_from_foundry_casting_iron_circuit_enabled,0.8086227083964674,0.8086227083964674,High,increase
electric_network_update,stack_inserter_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0.8086227083964674,0.8086227083964674,High,increase
fluid_flow_update,inserter_all_to_assembling_machine_3_engine_unit,0.7999364516886132,0.7999364516886132,High,increase
fluid_flow_update,stack_inserter_to_assembling_machine_3_engine_unit,0.7999364516886132,0.7999364516886132,High,increase
electric_heat_fluid_circuit_update,inserter_all_to_cryogenic_plant_plastic_bar,-0.7948967879975374,0.7948967879975374,High,decrease
electric_heat_fluid_circuit_update,stack_inserter_to_cryogenic_plant_plastic_bar,-0.7948967879975374,0.7948967879975374,High,decrease
fluid_flow_update,inserter_all_to_turbo_transport_belt,-0.7917156451893289,0.7917156451893289,High,decrease
fluid_flow_update,stack_inserter_to_turbo_transport_belt,-0.7917156451893289,0.7917156451893289,High,decrease
fluid_flow_update,recipe_casting_steel,0.7908543597227361,0.7908543597227361,High,increase
fluid_flow_update,inserter_all_from_assembling_machine_3_chemical_science_pack_circuit_set_filters,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_pipe_circuit_enabled,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_pipe_to_assembling_machine_3_engine_unit_circuit_enabled,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_steel_circuit_enabled,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_steel_to_assembling_machine_3_engine_unit,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_steel_to_assembling_machine_3_engine_unit_circuit_enabled,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_circuit_set_filters,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_pipe_circuit_enabled,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_pipe_to_assembling_machine_3_engine_unit_circuit_enabled,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_steel_circuit_enabled,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_engine_unit,0.7891701454500856,0.7891701454500856,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_engine_unit_circuit_enabled,0.7891701454500856,0.7891701454500856,High,increase
trains,foundry,0.7874639457493134,0.7874639457493134,High,increase
fluid_flow_update,inserter_all_from_foundry_casting_steel,0.7851600879713585,0.7851600879713585,High,increase
fluid_flow_update,stack_inserter_from_foundry_casting_steel,0.7851600879713585,0.7851600879713585,High,increase
electric_network_update,inserter_all_from_electromagnetic_plant_electronic_circuit_circuit_enabled,0.7848544273152552,0.7848544273152552,High,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_circuit_enabled,0.7848544273152552,0.7848544273152552,High,increase
electric_network_update,turbo_loader,-0.7831709720336288,0.7831709720336288,High,decrease
fluid_flow_update,infinity_pipe,0.7817367126880673,0.7817367126880673,High,increase
electric_heat_fluid_circuit_update,inserter_all_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt_circuit_set_filters,0.7808194499151142,0.7808194499151142,High,increase
electric_heat_fluid_circuit_update,inserter_all_to_turbo_underground_belt_circuit_set_filters,0.7808194499151142,0.7808194499151142,High,increase
electric_heat_fluid_circuit_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt_circuit_set_filters,0.7808194499151142,0.7808194499151142,High,increase
electric_heat_fluid_circuit_update,stack_inserter_to_turbo_underground_belt_circuit_set_filters,0.7808194499151142,0.7808194499151142,High,increase
fluid_flow_update,inserter_all_to_assembling_machine_3_engine_unit_circuit_enabled,0.7795524435377883,0.7795524435377883,High,increase
fluid_flow_update,stack_inserter_to_assembling_machine_3_engine_unit_circuit_enabled,0.7795524435377883,0.7795524435377883,High,increase
electric_heat_fluid_circuit_update,big_mining_drill,0.7794091910628007,0.7794091910628007,High,increase
electric_heat_fluid_circuit_update,inserter_all_from_foundry_casting_copper_cable_to_cargo_wagon,0.7794091910628007,0.7794091910628007,High,increase
electric_heat_fluid_circuit_update,stack_inserter_from_foundry_casting_copper_cable_to_cargo_wagon,0.7794091910628007,0.7794091910628007,High,increase
electric_heat_fluid_circuit_update,inserter_all_from_foundry_casting_iron_gear_wheel_circuit_enabled,0.7794091910628006,0.7794091910628006,High,increase
electric_heat_fluid_circuit_update,inserter_all_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit,0.7794091910628006,0.7794091910628006,High,increase
electric_heat_fluid_circuit_update,inserter_all_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit_circuit_enabled,0.7794091910628006,0.7794091910628006,High,increase
electric_heat_fluid_circuit_update,stack_inserter_from_foundry_casting_iron_gear_wheel_circuit_enabled,0.7794091910628006,0.7794091910628006,High,increase
electric_heat_fluid_circuit_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit,0.7794091910628006,0.7794091910628006,High,increase
electric_heat_fluid_circuit_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit_circuit_enabled,0.7794091910628006,0.7794091910628006,High,increase
electric_network_update,recipe_casting_iron,0.7784719133097381,0.7784719133097381,High,increase
electric_heat_fluid_circuit_update,infinity_pipe,0.7784084872854576,0.7784084872854576,High,increase
fluid_flow_update,recipe_casting_pipe,0.7734475668542556,0.7734475668542556,High,increase
control_behavior_update,inserter_all_from_belt_circuit_enabled,0.7724315186957788,0.7724315186957788,High,increase
control_behavior_update,stack_inserter_from_belt_circuit_enabled,0.7724315186957788,0.7724315186957788,High,increase
fluid_flow_update,total_power_poles,0.7713432815946144,0.7713432815946144,High,increase
electric_network_update,recipe_plastic_bar,0.7688327539311414,0.7688327539311414,High,increase
transport_lines_update,oil_refinery,0.7687218863677339,0.7687218863677339,High,increase
transport_lines_update,recipe_basic_oil_processing,0.7687218863677339,0.7687218863677339,High,increase
whole_update,inserter_all_from_foundry_casting_pipe_to_turbo_transport_belt,0.7678357867171711,0.7678357867171711,High,increase
whole_update,stack_inserter_from_foundry_casting_pipe_to_turbo_transport_belt,0.7678357867171711,0.7678357867171711,High,increase
trains,inserter_all_from_belt,-0.767270161412322,0.767270161412322,High,decrease
trains,stack_inserter_from_belt,-0.767270161412322,0.767270161412322,High,decrease
fluid_flow_update,medium_electric_pole,0.7650319143401995,0.7650319143401995,High,increase
electric_network_update,stack_inserter_circuit_enabled,0.7644865553394494,0.7644865553394494,High,increase
electric_heat_fluid_circuit_update,inserter_all_direction_insertion_percent,0.7618962829875753,0.7618962829875753,High,increase
electric_heat_fluid_circuit_update,stack_inserter_direction_insertion_percent,0.7618962829875753,0.7618962829875753,High,increase
electric_network_update,inserter_all_to_turbo_transport_belt,-0.7613984104745266,0.7613984104745266,High,decrease
electric_network_update,stack_inserter_to_turbo_transport_belt,-0.7613984104745266,0.7613984104745266,High,decrease
fluid_flow_update,cargo_wagon,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,inserter_all_from_cargo_wagon,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,inserter_all_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon_circuit_enabled,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,inserter_all_to_cargo_wagon_circuit_enabled,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,stack_inserter_from_cargo_wagon,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,stack_inserter_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon_circuit_enabled,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,stack_inserter_to_cargo_wagon_circuit_enabled,0.761187812863208,0.761187812863208,High,increase
fluid_flow_update,straight_rail,0.761187812863208,0.761187812863208,High,increase
electric_network_update,inserter_all_from_electromagnetic_plant_electronic_circuit,0.7599204291791428,0.7599204291791428,High,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_electronic_circuit,0.7599204291791428,0.7599204291791428,High,increase
electric_heat_fluid_circuit_update,inserter_all_from_foundry_casting_iron_gear_wheel,0.7583481099250005,0.7583481099250005,High,increase
electric_heat_fluid_circuit_update,stack_inserter_from_foundry_casting_iron_gear_wheel,0.7583481099250005,0.7583481099250005,High,increase
fluid_flow_update,inserter_all_to_cryogenic_plant_plastic_bar,-0.7567108236684795,0.7567108236684795,High,decrease
fluid_flow_update,stack_inserter_to_cryogenic_plant_plastic_bar,-0.7567108236684795,0.7567108236684795,High,decrease
electric_network_update,storage_tank,0.7557223650410195,0.7557223650410195,High,increase
entity_update,oil_refinery,0.7534238274863938,0.7534238274863938,High,increase
entity_update,recipe_basic_oil_processing,0.7534238274863938,0.7534238274863938,High,increase
electric_network_update,inserter_all_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0.752435286310473,0.752435286310473,High,increase
electric_network_update,stack_inserter_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0.752435286310473,0.752435286310473,High,increase
electric_network_update,inserter_all_to_building,0.7511436604763372,0.7511436604763372,High,increase
electric_network_update,stack_inserter_to_building,0.7511436604763372,0.7511436604763372,High,increase
electric_network_update,inserter_all,0.7500191089912195,0.7500191089912195,High,increase
electric_network_update,stack_inserter,0.7500191089912195,0.7500191089912195,High,increase
control_behavior_update,inserter_all_from_building_circuit_enabled,0.7496116036794727,0.7496116036794727,High,increase
control_behavior_update,stack_inserter_from_building_circuit_enabled,0.7496116036794727,0.7496116036794727,High,increase
electric_network_update,inserter_all_direction_insertion_percent,0.7487945004387383,0.7487945004387383,High,increase
electric_network_update,stack_inserter_direction_insertion_percent,0.7487945004387383,0.7487945004387383,High,increase
whole_update,oil_refinery,0.7470458660375475,0.7470458660375475,High,increase
whole_update,recipe_basic_oil_processing,0.7470458660375475,0.7470458660375475,High,increase
entity_update,inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit,0.7469892083296343,0.7469892083296343,High,increase
entity_update,stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit,0.7469892083296343,0.7469892083296343,High,increase
electric_network_update,inserter_all_to_cryogenic_plant_plastic_bar,-0.7462139274765298,0.7462139274765298,High,decrease
electric_network_update,stack_inserter_to_cryogenic_plant_plastic_bar,-0.7462139274765298,0.7462139274765298,High,decrease
transport_lines_update,inserter_all_to_turbo_transport_belt,0.7442270473036972,0.7442270473036972,High,increase
transport_lines_update,stack_inserter_to_turbo_transport_belt,0.7442270473036972,0.7442270473036972,High,increase
electric_heat_fluid_circuit_update,inserter_all_direct_insertion_circuit_enabled,0.7435683094979705,0.7435683094979705,High,increase
electric_heat_fluid_circuit_update,stack_inserter_direct_insertion_circuit_enabled,0.7435683094979705,0.7435683094979705,High,increase
electric_heat_fluid_circuit_update,inserter_all_to_cargo_wagon,0.7395511391759287,0.7395511391759287,High,increase
electric_heat_fluid_circuit_update,stack_inserter_to_cargo_wagon,0.7395511391759287,0.7395511391759287,High,increase
entity_update,inserter_all_from_foundry_casting_pipe_to_turbo_transport_belt,0.7392241405220242,0.7392241405220242,High,increase
entity_update,stack_inserter_from_foundry_casting_pipe_to_turbo_transport_belt,0.7392241405220242,0.7392241405220242,High,increase
electric_heat_fluid_circuit_update,recipe_casting_iron_gear_wheel,0.7385751258280286,0.7385751258280286,High,increase
fluid_flow_update,inserter_all_to_belt_circuit_set_filters,0.7370179118732991,0.7370179118732991,High,increase
fluid_flow_update,stack_inserter_to_belt_circuit_set_filters,0.7370179118732991,0.7370179118732991,High,increase
control_behavior_update,inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0.7363124770073914,0.7363124770073914,High,increase
