metric,property,correlation,strength,range,impact
transport_lines_update,stack_inserter_to_turbo_underground_belt,-0.6846149531487863,0.6846149531487863,Moderate,decrease
fluid_flow_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit,0.6837348955567477,0.6837348955567477,Moderate,increase
control_behavior_update,stack_inserter_from_assembling_machine_3_engine_unit_circuit_enabled,0.6773771054588626,0.6773771054588626,Moderate,increase
whole_update,stack_inserter_from_belt,0.677172746755937,0.677172746755937,Moderate,increase
fluid_flow_update,stack_inserter_to_turbo_underground_belt,0.673832185921373,0.673832185921373,Moderate,increase
entity_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt,0.6720119204629941,0.6720119204629941,Moderate,increase
electric_network_update,electromagnetic_plant_advanced_circuit,0.6708254340245169,0.6708254340245169,Moderate,increase
fluid_flow_update,stack_inserter_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit,0.670152735464598,0.670152735464598,Moderate,increase
control_behavior_update,stack_inserter_from_building_circuit_enabled,0.6699876063412432,0.6699876063412432,Moderate,increase
fluid_flow_update,stack_inserter_from_foundry_casting_iron_gear_wheel,0.6689972638762934,0.6689972638762934,Moderate,increase
entity_update,stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_electronic_circuit,0.6685664632910169,0.6685664632910169,Moderate,increase
fluid_flow_update,stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_engine_unit,0.6681019146008698,0.6681019146008698,Moderate,increase
whole_update,stack_inserter_to_turbo_transport_belt,0.6648614971885644,0.6648614971885644,Moderate,increase
fluid_flow_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,0.6647107490410832,0.6647107490410832,Moderate,increase
control_behavior_update,stack_inserter_from_belt_circuit_enabled,0.6633458413314348,0.6633458413314348,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit,0.6630200851129587,0.6630200851129587,Moderate,increase
electric_network_update,stack_inserter_to_electromagnetic_plant_advanced_circuit,0.6609683193817988,0.6609683193817988,Moderate,increase
fluid_flow_update,stack_inserter_from_foundry_casting_iron,0.6567262654533645,0.6567262654533645,Moderate,increase
transport_lines_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,-0.6529154575508094,0.6529154575508094,Moderate,decrease
electric_network_update,stack_inserter_to_electromagnetic_plant_electronic_circuit,0.649806977803916,0.649806977803916,Moderate,increase
trains,foundry_casting_iron_gear_wheel,0.6493384931468901,0.6493384931468901,Moderate,increase
fluid_flow_update,foundry_casting_pipe,0.6466837898679736,0.6466837898679736,Moderate,increase
trains,stack_inserter_from_foundry_casting_steel_circuit_enabled,0.6454512800616137,0.6454512800616137,Moderate,increase
control_behavior_update,stack_inserter_from_turbo_underground_belt_circuit_enabled,0.6432232966291617,0.6432232966291617,Moderate,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_electronic_circuit,0.6404054173586698,0.6404054173586698,Moderate,increase
fluid_flow_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt,-0.6395309252119225,0.6395309252119225,Moderate,decrease
fluid_flow_update,electromagnetic_plant_electronic_circuit,0.6383237617263883,0.6383237617263883,Moderate,increase
trains,stack_inserter_to_cargo_wagon_circuit_enabled,0.6377134166509676,0.6377134166509676,Moderate,increase
transport_lines_update,stack_inserter_from_belt_circuit_enabled,0.6342761386592479,0.6342761386592479,Moderate,increase
electric_network_update,pipe_to_ground,0.633767466017324,0.633767466017324,Moderate,increase
electric_network_update,foundry,0.6334722038286362,0.6334722038286362,Moderate,increase
fluid_flow_update,stack_inserter_to_electromagnetic_plant_advanced_circuit,0.6319376304266296,0.6319376304266296,Moderate,increase
entity_update,stack_inserter_to_turbo_transport_belt,0.6301515684936537,0.6301515684936537,Moderate,increase
electric_network_update,electromagnetic_plant_electronic_circuit,0.6284269818184036,0.6284269818184036,Moderate,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack,0.6271168991207604,0.6271168991207604,Moderate,increase
entity_update,stack_inserter_circuit_set_filters,-0.6270582612184051,0.6270582612184051,Moderate,decrease
fluid_flow_update,stack_inserter_to_turbo_transport_belt,-0.6253768401390829,0.6253768401390829,Moderate,decrease
trains,stack_inserter_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit,0.6204167816051747,0.6204167816051747,Moderate,increase
fluid_flow_update,substation,0.6203507664548484,0.6203507664548484,Moderate,increase
trains,stack_inserter_from_foundry_casting_iron_gear_wheel,0.6194819646443399,0.6194819646443399,Moderate,increase
whole_update,electromagnetic_plant_copper_cable,0.6191294273546903,0.6191294273546903,Moderate,increase
whole_update,stack_inserter_to_electromagnetic_plant_copper_cable,0.6191294273546903,0.6191294273546903,Moderate,increase
transport_lines_update,foundry,-0.6166792608885687,0.6166792608885687,Moderate,decrease
control_behavior_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt_circuit_enabled,0.6141402361301015,0.6141402361301015,Moderate,increase
transport_lines_update,stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit,0.6128994411927066,0.6128994411927066,Moderate,increase
transport_lines_update,stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.6128994411927066,0.6128994411927066,Moderate,increase
transport_lines_update,stack_inserter_to_electromagnetic_plant_copper_cable_circuit_enabled,0.6128994411927066,0.6128994411927066,Moderate,increase
trains,turbo_underground_belt,-0.6123379153283834,0.6123379153283834,Moderate,decrease
fluid_flow_update,stack_inserter_from_electromagnetic_plant_advanced_circuit,0.6097427719389765,0.6097427719389765,Moderate,increase
fluid_flow_update,stack_inserter_to_electromagnetic_plant_electronic_circuit,0.6084806160287444,0.6084806160287444,Moderate,increase
whole_update,stack_inserter_circuit_set_filters,-0.6058355931121394,0.6058355931121394,Moderate,decrease
transport_lines_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit,0.6050072479855695,0.6050072479855695,Moderate,increase
transport_lines_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0.6050072479855695,0.6050072479855695,Moderate,increase
trains,pipe,0.6041124221016473,0.6041124221016473,Moderate,increase
space_platforms,stack_inserter_to_turbo_underground_belt,-0.6035959038136374,0.6035959038136374,Moderate,decrease
control_behavior_update,assembling_machine_3_chemical_science_pack,0.6011218928717406,0.6011218928717406,Moderate,increase
control_behavior_update,stack_inserter_from_assembling_machine_3_chemical_science_pack,0.6011218928717406,0.6011218928717406,Moderate,increase
fluid_flow_update,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,0.596916175005059,0.596916175005059,Moderate,increase
entity_update,storage_tank,-0.5968032609033208,0.5968032609033208,Moderate,decrease
whole_update,stack_inserter_from_electromagnetic_plant_copper_cable,0.5966783615463386,0.5966783615463386,Moderate,increase
whole_update,output_inserter_enable_gate,-0.5963716630379661,0.5963716630379661,Moderate,decrease
space_platforms,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,-0.5929874618343272,0.5929874618343272,Moderate,decrease
space_platforms,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit,-0.5918164709126085,0.5918164709126085,Moderate,decrease
electric_network_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,0.5904082052420877,0.5904082052420877,Moderate,increase
transport_lines_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_copper_cable,0.5895212714874716,0.5895212714874716,Moderate,increase
transport_lines_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_copper_cable_circuit_enabled,0.5895212714874716,0.5895212714874716,Moderate,increase
electric_network_update,stack_inserter_to_assembling_machine_3_engine_unit,0.5891821473133257,0.5891821473133257,Moderate,increase
entity_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,0.589080502187623,0.589080502187623,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_advanced_circuit,0.587357344825308,0.587357344825308,Moderate,increase
control_behavior_update,stack_inserter_to_turbo_transport_belt_circuit_enabled,0.5859298076135621,0.5859298076135621,Moderate,increase
space_platforms,stack_inserter_to_turbo_transport_belt,0.5850216082028206,0.5850216082028206,Moderate,increase
transport_lines_update,stack_inserter_from_electromagnetic_plant_copper_cable_circuit_enabled,0.5784842490425559,0.5784842490425559,Moderate,increase
space_platforms,stack_inserter_from_foundry_casting_copper_cable,-0.5784022855488684,0.5784022855488684,Moderate,decrease
space_platforms,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt,0.5778961983273601,0.5778961983273601,Moderate,increase
electric_network_update,stack_inserter_to_assembling_machine_3_chemical_science_pack,0.5741586582686257,0.5741586582686257,Moderate,increase
fluid_flow_update,stack_inserter_to_building,0.5734988326958345,0.5734988326958345,Moderate,increase
electric_network_update,substation,0.5733272532360432,0.5733272532360432,Moderate,increase
electric_network_update,assembling_machine_3_chemical_science_pack,0.5732301114244261,0.5732301114244261,Moderate,increase
electric_network_update,stack_inserter_from_assembling_machine_3_chemical_science_pack,0.5732301114244261,0.5732301114244261,Moderate,increase
electric_network_update,stack_inserter_to_turbo_underground_belt,0.5731267333609693,0.5731267333609693,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_iron,0.5703256395730834,0.5703256395730834,Moderate,increase
space_platforms,stack_inserter_from_foundry_set_recipe_circuit_enabled,-0.5680753578429231,0.5680753578429231,Moderate,decrease
electric_network_update,foundry_casting_pipe,0.5678407758371415,0.5678407758371415,Moderate,increase
transport_lines_update,stack_inserter_from_electromagnetic_plant_copper_cable,0.5669225323178773,0.5669225323178773,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit,0.5667772423385842,0.5667772423385842,Moderate,increase
transport_lines_update,stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit,0.5658022996033409,0.5658022996033409,Moderate,increase
fluid_flow_update,stack_inserter_from_foundry_casting_copper_cable,0.564422125566356,0.564422125566356,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_pipe_to_assembling_machine_3_engine_unit,0.5618669497250152,0.5618669497250152,Moderate,increase
whole_update,stack_inserter_from_foundry_casting_copper,0.5592452303982627,0.5592452303982627,Moderate,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit,0.5589421412228786,0.5589421412228786,Moderate,increase
space_platforms,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,-0.5555978643897491,0.5555978643897491,Moderate,decrease
transport_lines_update,electromagnetic_plant_copper_cable,0.5534467942869744,0.5534467942869744,Moderate,increase
transport_lines_update,stack_inserter_to_electromagnetic_plant_copper_cable,0.5534467942869744,0.5534467942869744,Moderate,increase
fluid_flow_update,foundry_casting_iron,0.5527571214406708,0.5527571214406708,Moderate,increase
whole_update,stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit,0.5511515325879857,0.5511515325879857,Moderate,increase
entity_update,stack_inserter_from_building_circuit_set_filters,-0.5488089240585848,0.5488089240585848,Moderate,decrease
whole_update,stack_inserter_from_building_circuit_set_filters,-0.5473212207993204,0.5473212207993204,Moderate,decrease
space_platforms,stack_inserter_from_foundry_set_recipe,-0.5466655615026511,0.5466655615026511,Moderate,decrease
space_platforms,medium_electric_pole,-0.5457890365928727,0.5457890365928727,Moderate,decrease
electric_network_update,stack_inserter_direct_insertion_circuit_enabled,0.5433480310822173,0.5433480310822173,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack,0.5424701549451855,0.5424701549451855,Moderate,increase
transport_lines_update,stack_inserter_from_foundry_casting_copper_to_turbo_transport_belt,0.5411982192325533,0.5411982192325533,Moderate,increase
transport_lines_update,stack_inserter_from_foundry_casting_iron_to_turbo_transport_belt,0.5411982192325533,0.5411982192325533,Moderate,increase
transport_lines_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,0.5391787982296137,0.5391787982296137,Moderate,increase
trains,stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_engine_unit_circuit_enabled,0.5379738646310729,0.5379738646310729,Moderate,increase
electric_network_update,foundry_casting_copper_cable,0.5377979959649917,0.5377979959649917,Moderate,increase
electric_network_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt_circuit_enabled,0.5377957131247951,0.5377957131247951,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0.5377957131247951,0.5377957131247951,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_copper_circuit_enabled,0.5377957131247951,0.5377957131247951,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_copper_to_turbo_transport_belt_circuit_enabled,0.5377957131247951,0.5377957131247951,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_iron_to_turbo_transport_belt_circuit_enabled,0.5377957131247951,0.5377957131247951,Moderate,increase
control_behavior_update,stack_inserter_from_turbo_underground_belt_to_assembling_machine_3_chemical_science_pack,0.5373136395543495,0.5373136395543495,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,-0.5366802461169675,0.5366802461169675,Moderate,decrease
transport_lines_update,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,-0.5361368453600924,0.5361368453600924,Moderate,decrease
electric_network_update,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,0.5360019671185783,0.5360019671185783,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_pipe,0.5353577065749526,0.5353577065749526,Moderate,increase
entity_update,stack_inserter_from_foundry_casting_copper_cable_to_turbo_transport_belt,0.5340924747834341,0.5340924747834341,Moderate,increase
whole_update,stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_electronic_circuit,0.5333736162600846,0.5333736162600846,Moderate,increase
transport_lines_update,stack_inserter_from_turbo_underground_belt_circuit_enabled,0.532775982367354,0.532775982367354,Moderate,increase
electric_network_update,assembling_machine_3_engine_unit,0.5320947663366574,0.5320947663366574,Moderate,increase
transport_lines_update,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt_circuit_enabled,0.5309363036088525,0.5309363036088525,Moderate,increase
transport_lines_update,stack_inserter_from_foundry_casting_copper_cable,-0.5303370852224528,0.5303370852224528,Moderate,decrease
entity_update,medium_electric_pole,-0.5298193500974324,0.5298193500974324,Moderate,decrease
transport_lines_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit,0.5297944276014689,0.5297944276014689,Moderate,increase
transport_lines_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.5297944276014689,0.5297944276014689,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit,0.5278334977811451,0.5278334977811451,Moderate,increase
space_platforms,stack_inserter_from_cargo_wagon,0.5262380682508767,0.5262380682508767,Moderate,increase
entity_update,oil_refinery,0.5258677381038468,0.5258677381038468,Moderate,increase
entity_update,oil_refinery_basic_oil_processing,0.5258677381038468,0.5258677381038468,Moderate,increase
space_platforms,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.5258346443572316,0.5258346443572316,Moderate,decrease
entity_update,stack_inserter_from_cryogenic_plant_plastic_bar_circuit_enabled,-0.5251219522833346,0.5251219522833346,Moderate,decrease
whole_update,medium_electric_pole,-0.5250729986544309,0.5250729986544309,Moderate,decrease
space_platforms,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,-0.5248208776016912,0.5248208776016912,Moderate,decrease
space_platforms,electric_energy_interface,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,iron_chest,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,stack_inserter_from_chemical_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,stack_inserter_from_chemical_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,stack_inserter_from_iron_chest,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,stack_inserter_from_iron_chest_to_turbo_transport_belt,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,stack_inserter_from_turbo_transport_belt_to_chemical_plant_plastic_bar,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,stack_inserter_from_turbo_transport_belt_to_chemical_plant_plastic_bar_circuit_enabled,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,stack_inserter_from_turbo_transport_belt_to_iron_chest,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,stack_inserter_to_iron_chest,-0.5246427990860788,0.5246427990860788,Moderate,decrease
space_platforms,stack_inserter_from_foundry_set_recipe_to_assembling_machine_3_engine_unit,-0.5246427990860772,0.5246427990860772,Moderate,decrease
space_platforms,stack_inserter_from_foundry_set_recipe_to_assembling_machine_3_engine_unit_circuit_enabled,-0.5246427990860772,0.5246427990860772,Moderate,decrease
space_platforms,stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt_circuit_enabled,-0.5233338343121015,0.5233338343121015,Moderate,decrease
transport_lines_update,foundry_casting_iron,-0.522829095160466,0.522829095160466,Moderate,decrease
control_behavior_update,stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit,0.5214491492009292,0.5214491492009292,Moderate,increase
space_platforms,stack_inserter_from_foundry_casting_steel_to_turbo_transport_belt,0.5198944119863462,0.5198944119863462,Moderate,increase
whole_update,stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit,0.5198103742730141,0.5198103742730141,Moderate,increase
whole_update,stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.5198103742730141,0.5198103742730141,Moderate,increase
whole_update,stack_inserter_to_electromagnetic_plant_copper_cable_circuit_enabled,0.5198103742730141,0.5198103742730141,Moderate,increase
control_behavior_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt_circuit_enabled,0.5197646610960112,0.5197646610960112,Moderate,increase
control_behavior_update,stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0.5197646610960112,0.5197646610960112,Moderate,increase
control_behavior_update,stack_inserter_from_foundry_casting_copper_circuit_enabled,0.5197646610960112,0.5197646610960112,Moderate,increase
control_behavior_update,stack_inserter_from_foundry_casting_copper_to_turbo_transport_belt_circuit_enabled,0.5197646610960112,0.5197646610960112,Moderate,increase
control_behavior_update,stack_inserter_from_foundry_casting_iron_to_turbo_transport_belt_circuit_enabled,0.5197646610960112,0.5197646610960112,Moderate,increase
transport_lines_update,stack_inserter_from_turbo_underground_belt_to_assembling_machine_3_engine_unit_circuit_enabled,0.5175909130836757,0.5175909130836757,Moderate,increase
transport_lines_update,stack_inserter_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit,-0.5171462976748693,0.5171462976748693,Moderate,decrease
trains,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_turbo_transport_belt,-0.5154708605724837,0.5154708605724837,Moderate,decrease
entity_update,stack_inserter_from_belt,0.5153523928118783,0.5153523928118783,Moderate,increase
control_behavior_update,stack_inserter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.5147273085138395,0.5147273085138395,Moderate,increase
transport_lines_update,oil_refinery,0.5140026508790106,0.5140026508790106,Moderate,increase
transport_lines_update,oil_refinery_basic_oil_processing,0.5140026508790106,0.5140026508790106,Moderate,increase
trains,coal direct insertion mining,0.5130425325420378,0.5130425325420378,Moderate,increase
whole_update,foundry_casting_copper,0.5120701067814768,0.5120701067814768,Moderate,increase
fluid_flow_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit,-0.5111022557910248,0.5111022557910248,Moderate,decrease
fluid_flow_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.5111022557910248,0.5111022557910248,Moderate,decrease
fluid_flow_update,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit,0.5107395302767672,0.5107395302767672,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_copper_cable,0.5101041676277085,0.5101041676277085,Moderate,increase
space_platforms,stack_inserter_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit_circuit_enabled,-0.5093873334839691,0.5093873334839691,Moderate,decrease
space_platforms,stack_inserter_from_foundry_casting_iron_circuit_enabled,-0.5079326106306974,0.5079326106306974,Moderate,decrease
fluid_flow_update,stack_inserter,0.5072929207920273,0.5072929207920273,Moderate,increase
transport_lines_update,stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_engine_unit,-0.5067303634122389,0.5067303634122389,Moderate,decrease
control_behavior_update,stack_inserter_from_electromagnetic_plant_copper_cable_circuit_enabled,0.5067252800374513,0.5067252800374513,Moderate,increase
whole_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit,0.5056405950419619,0.5056405950419619,Moderate,increase
whole_update,stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0.5056405950419619,0.5056405950419619,Moderate,increase
control_behavior_update,foundry_casting_steel,-0.5054206537581872,0.5054206537581872,Moderate,decrease
trains,big_mining_drill_circuit_enabled,0.5048004425979049,0.5048004425979049,Moderate,increase
entity_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.5037433655111252,0.5037433655111252,Moderate,decrease
transport_lines_update,stack_inserter_from_turbo_underground_belt_to_assembling_machine_3_engine_unit,0.5028019353128459,0.5028019353128459,Moderate,increase
whole_update,storage_tank,-0.5026105290980947,0.5026105290980947,Moderate,decrease
electric_network_update,turbo_underground_belt,0.5024509013383028,0.5024509013383028,Moderate,increase
whole_update,stack_inserter_from_turbo_underground_belt,0.5022758874139961,0.5022758874139961,Moderate,increase
space_platforms,stack_inserter_to_electromagnetic_plant_advanced_circuit,-0.5015547860758789,0.5015547860758789,Moderate,decrease
